dataset,model,frequency_hz,z_real_ohm,z_imag_ohm,z_fit_real_ohm,z_fit_imag_ohm,res_real_ohm,res_imag_ohm,point_index,original_row,scan_index,source_file,used_in_fit
exampleData,randles_rc_w,3.9811,0.027877380810968015,-0.004528514961203703,0.029218506592620045,-0.004427235395473705,-0.0013411257816520299,-0.00010127956572999856,31,31,1,exampleData.csv,1
exampleData,randles_rc_w,5.0119,0.027051941695755265,-0.004623972802104744,0.028469808750544834,-0.004989341898912163,-0.0014178670547895685,0.0003653690968074188,32,32,1,exampleData.csv,1
exampleData,randles_rc_w,6.3096,0.02622642987302172,-0.00463483440841946,0.0275162579079285,-0.005512683116235138,-0.0012898280349067787,0.0008778487078156781,33,33,1,exampleData.csv,1
exampleData,randles_rc_w,7.9433,0.02539677675995668,-0.004562544489738368,0.026362940334292394,-0.00590827553575366,-0.0009661635743357135,0.0013457310460152925,34,34,1,exampleData.csv,1
exampleData,randles_rc_w,10.0,0.024674033206038913,-0.004418384064925816,0.02506595171417256,-0.0060857388649732756,-0.0003919185081336478,0.00166735480004746,35,35,1,exampleData.csv,1
exampleData,randles_rc_w,12.589,0.023984220630662276,-0.004213943600562558,0.02373068528539479,-0.005989404699762511,0.0002535353452674874,0.0017754610991999528,36,36,1,exampleData.csv,1
exampleData,randles_rc_w,15.849,0.023376189861574193,-0.00397620055979716,0.02248014640436076,-0.005626518121551773,0.0008960434572134329,0.0016503175617546125,37,37,1,exampleData.csv,1
exampleData,randles_rc_w,19.953,0.022795788586331325,-0.0037290248504921663,0.021411880834269283,-0.005064478513337617,0.0013839077520620413,0.0013354536628454507,38,38,1,exampleData.csv,1
exampleData,randles_rc_w,25.119,0.022290491192888503,-0.0035578892246933775,0.02056996928988341,-0.004398623000850797,0.0017205219030050935,0.0008407337761574193,39,39,1,exampleData.csv,1
exampleData,randles_rc_w,31.623,0.02183347892172112,-0.0033509582749051622,0.01994810773951538,-0.0037160554406003,0.0018853711822057403,0.0003650971656951377,40,40,1,exampleData.csv,1
exampleData,randles_rc_w,39.811,0.021423948245372654,-0.0031826464281827804,0.01951083790759857,-0.0030767309636801545,0.0019131103377740856,-0.00010591546450262586,41,41,1,exampleData.csv,1
exampleData,randles_rc_w,50.119,0.021044983846558948,-0.0030507184111723995,0.019214017878510865,-0.002511804408671058,0.001830965968048083,-0.0005389140025013417,42,42,1,exampleData.csv,1
exampleData,randles_rc_w,63.096,0.02061274834162727,-0.002938692023982815,0.01901738858936293,-0.00203117338223574,0.0015953597522643387,-0.0009075186417470751,43,43,1,exampleData.csv,1
exampleData,randles_rc_w,79.433,0.02020959510042839,-0.002848034411523496,0.01888925695643523,-0.0016321835313499382,0.001320338143993162,-0.0012158508801735578,44,44,1,exampleData.csv,1
exampleData,randles_rc_w,100.0,0.019760492004316906,-0.0027583877127425357,0.018806667610541748,-0.001306175065145054,0.0009538243937751573,-0.0014522126475974818,45,45,1,exampleData.csv,1
exampleData,randles_rc_w,125.89,0.019397188854563815,-0.0026767011351060705,0.018753817102919474,-0.0010425162828117472,0.0006433717516443407,-0.0016341848522943233,46,46,1,exampleData.csv,1
exampleData,randles_rc_w,158.49,0.01898347057349932,-0.002575856490231119,0.018720146958211593,-0.0008306144627396476,0.00026332361528772635,-0.001745242027491471,47,47,1,exampleData.csv,1
exampleData,randles_rc_w,199.53,0.018562859805406062,-0.002455805016755156,0.018698767847079707,-0.0006610617913242498,-0.00013590804167364426,-0.0017947432254309063,48,48,1,exampleData.csv,1
exampleData,randles_rc_w,251.19,0.01817394883861396,-0.0023163152672671405,0.018685220823550678,-0.0005257638064523229,-0.0005112719849367196,-0.0017905514608148175,49,49,1,exampleData.csv,1
exampleData,randles_rc_w,316.23,0.017777098024495532,-0.0021494988087570974,0.018676646237760348,-0.0004179623312657534,-0.0008995482132648155,-0.001731536477491344,50,50,1,exampleData.csv,1
exampleData,randles_rc_w,398.11,0.017382944047369668,-0.0019492643145405137,0.018671224179347606,-0.00033216915198627296,-0.0012882801319779383,-0.0016170951625542407,51,51,1,exampleData.csv,1
exampleData,randles_rc_w,501.19,0.017027408256891644,-0.0017151675874650793,0.01866779759191226,-0.0002639382203647759,-0.0016403893350206145,-0.0014512293671003033,52,52,1,exampleData.csv,1
exampleData,randles_rc_w,630.96,0.016664493440403796,-0.0014357936694323731,0.018665632927684677,-0.00020969790394555218,-0.0020011394872808813,-0.001226095765486821,53,53,1,exampleData.csv,1
exampleData,randles_rc_w,794.33,0.016338702344109557,-0.0011094383687941948,0.018664265835209602,-0.0001665917628550055,-0.0023255634911000453,-0.0009428466059391892,54,54,1,exampleData.csv,1
exampleData,randles_rc_w,1000.0,0.0160611742499297,-0.0007287022309982213,0.0186634026142107,-0.0001323403094743332,-0.0026022283642809993,-0.0005963619215238881,55,55,1,exampleData.csv,1
exampleData,randles_rc_w,1258.9,0.01580888106340524,-0.0002827724289657194,0.01866285766135125,-0.00010512963601084581,-0.00285397659794601,-0.00017764279295487357,56,56,1,exampleData.csv,1
exampleData,randles_rc_w,1584.9,0.015584763288620133,0.00024224721030238663,0.018662513581477722,-8.350840240777338e-05,-0.0030777502928575895,0.00032575561271016,57,57,1,exampleData.csv,0
exampleData,randles_rc_w,1995.3,0.015355525008021014,0.0008560734952241664,0.018662296408688626,-6.633365859644957e-05,-0.003306771400667612,0.000922407153820616,58,58,1,exampleData.csv,0
exampleData,randles_rc_w,2511.9,0.0151995284094296,0.0015811469785105114,0.01866215935009844,-5.269220321946909e-05,-0.003462630940668841,0.0016338391817299805,59,59,1,exampleData.csv,0
exampleData,randles_rc_w,3162.3,0.015171093447136085,0.002452846099159856,0.01866207283852383,-4.185524507488516e-05,-0.0034909793913877434,0.002494701344234741,60,60,1,exampleData.csv,0
exampleData,randles_rc_w,3981.1,0.0151260119032158,0.003488131035300228,0.018662018239286145,-3.324701342978687e-05,-0.0035360063360703447,0.0035213780487300147,61,61,1,exampleData.csv,0
exampleData,randles_rc_w,5011.9,0.015086882844244283,0.004712940823286973,0.01866198378162986,-2.640919325976114e-05,-0.0035751009373855783,0.004739350016546734,62,62,1,exampleData.csv,0
exampleData,randles_rc_w,6309.6,0.015276246310902308,0.006239444322658155,0.018661962035759184,-2.0977652455787815e-05,-0.003385715724856877,0.006260421975113942,63,63,1,exampleData.csv,0
exampleData,randles_rc_w,7943.3,0.015467639396989145,0.008031686651315248,0.018661948312550847,-1.666320450277946e-05,-0.0031943089155617027,0.008048349855818027,64,64,1,exampleData.csv,0
exampleData,randles_rc_w,10000.0,0.015771482660485933,0.010157474564938236,0.018661939652376596,-1.3236098791332848e-05,-0.002890456991890663,0.010170710663729569,65,65,1,exampleData.csv,0
exampleData,randles_cpe_w,0.0031623,0.0494998977640506,-0.020438698544418925,0.050759489859549596,-0.019385242677975742,-0.0012595920954989945,-0.0010534558664431828,0,0,1,exampleData.csv,1
exampleData,randles_cpe_w,0.0039811,0.04776559257398882,-0.0182856893045487,0.04863021368281104,-0.01726536780657403,-0.000864621108822225,-0.0010203214979746696,1,1,1,exampleData.csv,1
exampleData,randles_cpe_w,0.0050119,0.046135817571421565,-0.016343158966700824,0.046759231504625326,-0.015394268043959701,-0.0006234139332037605,-0.0009488909227411222,2,2,1,exampleData.csv,1
exampleData,randles_cpe_w,0.0063096,0.044596836301773274,-0.014589168660649915,0.04509166163720513,-0.013744197801032235,-0.0004948253354318533,-0.0008449708596176796,3,3,1,exampleData.csv,1
exampleData,randles_cpe_w,0.0079433,0.0431423038612392,-0.01300096361736358,0.043598176041059394,-0.012281204826269584,-0.00045587217982019645,-0.000719758791093995,4,4,1,exampleData.csv,1
exampleData,randles_cpe_w,0.01,0.04181678802099761,-0.011573009182824043,0.04226174837955732,-0.010980831531923592,-0.0004449603585597109,-0.0005921776509004509,5,5,1,exampleData.csv,1
exampleData,randles_cpe_w,0.012589,0.040606740929859095,-0.010282133623145189,0.041066765414926154,-0.009826166075717194,-0.0004600244850670593,-0.0004559675474279951,6,6,1,exampleData.csv,1
exampleData,randles_cpe_w,0.015849,0.03951932383144551,-0.009113366697002839,0.03999711189324619,-0.008802286206351238,-0.0004777880618006755,-0.000311080490651601,7,7,1,exampleData.csv,1
exampleData,randles_cpe_w,0.019953,0.03856629404354767,-0.00804494958277692,0.039038637944399754,-0.007895985775688648,-0.0004723439008520805,-0.00014896380708827144,8,8,1,exampleData.csv,1
exampleData,randles_cpe_w,0.025119,0.03773445890891118,-0.007075702921918925,0.03817857851723423,-0.007095317605914311,-0.0004441196083230514,1.9614683995386635e-05,9,9,1,exampleData.csv,1
exampleData,randles_cpe_w,0.031623,0.037013908851197805,-0.006209940124316647,0.03740525277086644,-0.006389580479206923,-0.00039134391966863524,0.00017964035489027603,10,10,1,exampleData.csv,1
exampleData,randles_cpe_w,0.039811,0.03639992299924442,-0.005450664199993216,0.03670833460175382,-0.005769562705820693,-0.00030841160250940497,0.00031889850582747774,11,11,1,exampleData.csv,1
exampleData,randles_cpe_w,0.050119,0.035883179203561086,-0.004804611324614652,0.036078417005789606,-0.0052271326388201944,-0.0001952378022285206,0.00042252131420554215,12,12,1,exampleData.csv,1
exampleData,randles_cpe_w,0.063096,0.03544780816944048,-0.0042630212172992624,0.03550694179534996,-0.00475518450493635,-5.91336259094799e-05,0.0004921632876370872,13,13,1,exampleData.csv,1
exampleData,randles_cpe_w,0.079433,0.03506693121253139,-0.003816723014957778,0.03498609058749079,-0.0043475461665276145,8.08406250406013e-05,0.0005308231515698367,14,14,1,exampleData.csv,1
exampleData,randles_cpe_w,0.1,0.034721707243418394,-0.003465230467686932,0.03450866080137441,-0.003998875483508108,0.0002130464420439862,0.0005336450158211765,15,15,1,exampleData.csv,1
exampleData,randles_cpe_w,0.12589,0.03440366308110683,-0.0031936182833490197,0.03406799784551923,-0.0037045974367122896,0.00033566523558760386,0.00051097915336327,16,16,1,exampleData.csv,1
exampleData,randles_cpe_w,0.15849,0.03410783765793668,-0.0029843274850640607,0.0336577153176422,-0.003460706959488638,0.00045012234029447734,0.0004763794744245772,17,17,1,exampleData.csv,1
exampleData,randles_cpe_w,0.19953,0.033821109172144787,-0.0028420187384119175,0.033271965724593275,-0.003263917116537283,0.0005491434475515117,0.00042189837812536563,18,18,1,exampleData.csv,1
exampleData,randles_cpe_w,0.25119,0.03353616639243526,-0.0027510821389620833,0.032905056343276604,-0.0031113688023340826,0.0006311100491586535,0.0003602866633719993,19,19,1,exampleData.csv,1
exampleData,randles_cpe_w,0.31623,0.0332524554516705,-0.0027092774650327093,0.03255135033207985,-0.0030005666401047865,0.0007011051195906504,0.0002912891750720772,20,20,1,exampleData.csv,1
exampleData,randles_cpe_w,0.39811,0.03295910966053001,-0.0027164025855301414,0.03220538390935702,-0.002929356169476349,0.0007537257511729956,0.00021295358394620746,21,21,1,exampleData.csv,1
exampleData,randles_cpe_w,0.50119,0.03265642728210896,-0.0027688021541761596,0.03186167737122998,-0.0028957489398162214,0.0007947499108789807,0.00012694678564006186,22,22,1,exampleData.csv,1
exampleData,randles_cpe_w,0.63096,0.03232796211965539,-0.0028687505233332576,0.03151471070632319,-0.0028977980242013385,0.0008132514133322027,2.904750086808088e-05,23,23,1,exampleData.csv,1
exampleData,randles_cpe_w,0.79433,0.03197349380289498,-0.002995332546857452,0.031158905192266953,-0.002933438768614295,0.0008145886106280253,-6.189377824315691e-05,24,24,1,exampleData.csv,1
exampleData,randles_cpe_w,1.0,0.03158436174556338,-0.0031633863009665544,0.030788625413338464,-0.0030003055785764237,0.000795736332224916,-0.0001630807223901307,25,25,1,exampleData.csv,1
exampleData,randles_cpe_w,1.2589,0.031069936132208303,-0.0034345232421858604,0.030398268575962735,-0.003095520878096432,0.0006716675562455678,-0.00033900236408942845,26,26,1,exampleData.csv,1
exampleData,randles_cpe_w,1.5849,0.03046141985417733,-0.003652697342055591,0.029982209492773748,-0.0032155285300734765,0.0004792103614035814,-0.0004371688119821147,27,27,1,exampleData.csv,1
exampleData,randles_cpe_w,1.9953,0.029900714166654168,-0.00389594513544332,0.029535340325549272,-0.0033557946241308065,0.00036537384110489624,-0.0005401505113125133,28,28,1,exampleData.csv,1
exampleData,randles_cpe_w,2.5119,0.029379111339927506,-0.0041496368125138496,0.02905310455204632,-0.0035106988805065228,0.0003260067878811841,-0.0006389379320073268,29,29,1,exampleData.csv,1
exampleData,randles_cpe_w,3.1623,0.028614488514401064,-0.0043563647278047945,0.028531790109267208,-0.0036734770906653815,8.269840513385612e-05,-0.0006828876371394129,30,30,1,exampleData.csv,1
exampleData,randles_cpe_w,3.9811,0.027877380810968015,-0.004528514961203703,0.02796922920315406,-0.003836169319459436,-9.184839218604607e-05,-0.0006923456417442676,31,31,1,exampleData.csv,1
exampleData,randles_cpe_w,5.0119,0.027051941695755265,-0.004623972802104744,0.02736511945715963,-0.003989874471085946,-0.00031317776140436446,-0.0006340983310187979,32,32,1,exampleData.csv,1
exampleData,randles_cpe_w,6.3096,0.02622642987302172,-0.00463483440841946,0.026721486532077024,-0.004125152082702597,-0.000495056659055304,-0.0005096823257168624,33,33,1,exampleData.csv,1
exampleData,randles_cpe_w,7.9433,0.02539677675995668,-0.004562544489738368,0.026042993396519547,-0.004232638518530275,-0.0006462166365628665,-0.00032990597120809324,34,34,1,exampleData.csv,1
exampleData,randles_cpe_w,10.0,0.024674033206038913,-0.004418384064925816,0.025336985385715778,-0.004303828006565288,-0.000662952179676865,-0.00011455605836052738,35,35,1,exampleData.csv,1
exampleData,randles_cpe_w,12.589,0.023984220630662276,-0.004213943600562558,0.024613288954483285,-0.004331903977630224,-0.0006290683238210082,0.00011796037706766557,36,36,1,exampleData.csv,1
exampleData,randles_cpe_w,15.849,0.023376189861574193,-0.00397620055979716,0.023883296469709717,-0.0043124807371008825,-0.0005071066081355248,0.0003362801773037225,37,37,1,exampleData.csv,1
exampleData,randles_cpe_w,19.953,0.022795788586331325,-0.0037290248504921663,0.023159704386324878,-0.004244094871521126,-0.0003639157999935534,0.0005150700210289592,38,38,1,exampleData.csv,1
exampleData,randles_cpe_w,25.119,0.022290491192888503,-0.0035578892246933775,0.02245498085330329,-0.004128374331692316,-0.00016448966041478566,0.0005704851069989383,39,39,1,exampleData.csv,1
exampleData,randles_cpe_w,31.623,0.02183347892172112,-0.0033509582749051622,0.021780276560616114,-0.003969725512949812,5.320236110500573e-05,0.0006187672380446501,40,40,1,exampleData.csv,1
exampleData,randles_cpe_w,39.811,0.021423948245372654,-0.0031826464281827804,0.021144975797262842,-0.0037748030557251885,0.000278972448109812,0.0005921566275424082,41,41,1,exampleData.csv,1
exampleData,randles_cpe_w,50.119,0.021044983846558948,-0.0030507184111723995,0.02055594486756388,-0.0035516768264531903,0.0004890389789950662,0.0005009584152807908,42,42,1,exampleData.csv,1
exampleData,randles_cpe_w,63.096,0.02061274834162727,-0.002938692023982815,0.02001741418293012,-0.0033089828390041433,0.0005953341586971486,0.0003702908150213283,43,43,1,exampleData.csv,1
exampleData,randles_cpe_w,79.433,0.02020959510042839,-0.002848034411523496,0.019531132524185785,-0.003055161481682543,0.0006784625762426069,0.00020712707015904707,44,44,1,exampleData.csv,1
exampleData,randles_cpe_w,100.0,0.019760492004316906,-0.0027583877127425357,0.019096718235823287,-0.0027978660015796374,0.0006637737684936189,3.9478288837101715e-05,45,45,1,exampleData.csv,1
exampleData,randles_cpe_w,125.89,0.019397188854563815,-0.0026767011351060705,0.018712168178066525,-0.0025436116574013273,0.0006850206764972902,-0.00013308947770474325,46,46,1,exampleData.csv,1
exampleData,randles_cpe_w,158.49,0.01898347057349932,-0.002575856490231119,0.018374203681513514,-0.002297500712681722,0.0006092668919858053,-0.0002783557775493969,47,47,1,exampleData.csv,1
exampleData,randles_cpe_w,199.53,0.018562859805406062,-0.002455805016755156,0.018079035629017907,-0.0020634337629331684,0.00048382417638815484,-0.0003923712538219876,48,48,1,exampleData.csv,1
exampleData,randles_cpe_w,251.19,0.01817394883861396,-0.0023163152672671405,0.017822475596042702,-0.001844043100551573,0.0003514732425712562,-0.0004722721667155675,49,49,1,exampleData.csv,1
exampleData,randles_cpe_w,316.23,0.017777098024495532,-0.0021494988087570974,0.017600231341442223,-0.0016408513263619163,0.00017686668305330958,-0.0005086474823951812,50,50,1,exampleData.csv,1
exampleData,randles_cpe_w,398.11,0.017382944047369668,-0.0019492643145405137,0.01740823697919465,-0.0014545838754296738,-2.5292931824981435e-05,-0.0004946804391108399,51,51,1,exampleData.csv,1
exampleData,randles_cpe_w,501.19,0.017027408256891644,-0.0017151675874650793,0.0172426844387777,-0.0012852875274927502,-0.00021527618188605518,-0.0004298800599723291,52,52,1,exampleData.csv,1
exampleData,randles_cpe_w,630.96,0.016664493440403796,-0.0014357936694323731,0.017100107524045817,-0.0011325211445418206,-0.0004356140836420212,-0.0003032725248905525,53,53,1,exampleData.csv,1
exampleData,randles_cpe_w,794.33,0.016338702344109557,-0.0011094383687941948,0.016977409371829986,-0.000995508274405478,-0.0006387070277204289,-0.00011393009438871683,54,54,1,exampleData.csv,1
exampleData,randles_cpe_w,1000.0,0.0160611742499297,-0.0007287022309982213,0.016871856503097526,-0.0008732551620828872,-0.000810682253167827,0.0001445529310846659,55,55,1,exampleData.csv,1
exampleData,randles_cpe_w,1258.9,0.01580888106340524,-0.0002827724289657194,0.01678106678818036,-0.0007646542347346435,-0.0009721857247751188,0.00048188180576892416,56,56,1,exampleData.csv,1
exampleData,randles_cpe_w,1584.9,0.015584763288620133,0.00024224721030238663,0.016702944962826732,-0.0006685116100160624,-0.0011181816742065996,0.000910758820318449,57,57,1,exampleData.csv,0
exampleData,randles_cpe_w,1995.3,0.015355525008021014,0.0008560734952241664,0.016635722207107958,-0.0005836861850085215,-0.0012801971990869434,0.001439759680232688,58,58,1,exampleData.csv,0
exampleData,randles_cpe_w,2511.9,0.0151995284094296,0.0015811469785105114,0.01657786098178145,-0.0005090509221506951,-0.0013783325723518512,0.0020901979006612064,59,59,1,exampleData.csv,0
exampleData,randles_cpe_w,3162.3,0.015171093447136085,0.002452846099159856,0.01652802735581263,-0.0004435187673053962,-0.0013569339086765449,0.002896364866465252,60,60,1,exampleData.csv,0
exampleData,randles_cpe_w,3981.1,0.0151260119032158,0.003488131035300228,0.016485091995311243,-0.00038609583363540895,-0.0013590800920954427,0.0038742268689356367,61,61,1,exampleData.csv,0
exampleData,randles_cpe_w,5011.9,0.015086882844244283,0.004712940823286973,0.016448083464908905,-0.0003358623723024091,-0.001361200620664622,0.0050488031955893825,62,62,1,exampleData.csv,0
exampleData,randles_cpe_w,6309.6,0.015276246310902308,0.006239444322658155,0.01641616941137212,-0.00029198051528511645,-0.001139923100469814,0.006531424837943271,63,63,1,exampleData.csv,0
exampleData,randles_cpe_w,7943.3,0.015467639396989145,0.008031686651315248,0.016388637166570276,-0.0002536941693813414,-0.0009209977695811312,0.008285380820696589,64,64,1,exampleData.csv,0
exampleData,randles_cpe_w,10000.0,0.015771482660485933,0.010157474564938236,0.016364875743700966,-0.0002203248134361328,-0.0005933930832150332,0.01037779937837437,65,65,1,exampleData.csv,0
exampleData,two_rc_w_fixed_r0,0.0031623,0.0494998977640506,-0.020438698544418925,0.05066639422893805,-0.020001549359749907,-0.001166496464887451,-0.00043714918466901745,0,0,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.0039811,0.04776559257398882,-0.0182856893045487,0.04848915137880248,-0.01779960265617215,-0.0007235588048136593,-0.0004860866483765505,1,1,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.0050119,0.046135817571421565,-0.016343158966700824,0.046563579943802905,-0.015857048465866847,-0.00042776237238133924,-0.0004861105008339764,2,2,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.0063096,0.044596836301773274,-0.014589168660649915,0.04484439626087638,-0.014136109435718799,-0.00024755995910310385,-0.00045305922493111585,3,3,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.0079433,0.0431423038612392,-0.01300096361736358,0.0433084826390167,-0.012603881897483168,-0.00016617877777750506,-0.000397081719880411,4,4,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.01,0.04181678802099761,-0.011573009182824043,0.04193892018388472,-0.011238262440478555,-0.00012213216288711054,-0.0003347467423454875,5,5,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.012589,0.040606740929859095,-0.010282133623145189,0.04071860634189232,-0.010022243578372354,-0.0001118654120332227,-0.0002598900447728352,6,6,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.015849,0.03951932383144551,-0.009113366697002839,0.039630842137592326,-0.008939881262296343,-0.00011151830614681418,-0.00017348543470649576,7,7,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.019953,0.03856629404354767,-0.00804494958277692,0.03866139370208674,-0.007977272258319665,-9.509965853906482e-05,-6.767732445725483e-05,8,8,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.025119,0.03773445890891118,-0.007075702921918925,0.037797447140287016,-0.007121947349651759,-6.298823137583509e-05,4.624442773283437e-05,9,9,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.031623,0.037013908851197805,-0.006209940124316647,0.03702735514339603,-0.00636273094936402,-1.3446292198224241e-05,0.00015279082504737317,10,10,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.039811,0.03639992299924442,-0.005450664199993216,0.036340941930644466,-0.005690043044469823,5.8981068599951725e-05,0.00023937884447660773,11,11,1,exampleData.csv,1
exampleData,two_rc_w_fixed_r0,0.050119,0.035883179203561086,-0.004804611324614652,0.03572906375264625,-0.005095497141641769,0.00015411545091483653,0.0002908858170271164,12,12,1,exampleData.csv,1
